"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","genus","subfamily","family","order","class","superclass","phylum","kingdom","isscaap"
"thunnus albacares","yellowfin tuna",57,"unknown","unknown","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",87,"Panama","PAN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",87,"Panama","PAN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",87,"Panama","PAN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"auxis rochei","bullet tuna",87,"Peru","PER","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","auxis","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",87,"Peru","PER","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",87,"Peru","PER","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",57,"Philippines","PHL","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",57,"Philippines","PHL","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"Philippines","PHL","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",87,"Poland","POL","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",57,"Portugal","PRT","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",87,"Portugal","PRT","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"Portugal","PRT","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",87,"Portugal","PRT","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",57,"Seychelles","SYC","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",57,"Seychelles","SYC","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"Seychelles","SYC","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",57,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",87,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",57,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",87,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",87,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",57,"Sri Lanka","LKA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"auxis rochei","bullet tuna",57,"Sri Lanka","LKA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","auxis","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"auxis thazard","frigate tuna",57,"Sri Lanka","LKA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","auxis","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus tonggol","longtail tuna",57,"Sri Lanka","LKA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",57,"Sri Lanka","LKA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"Sri Lanka","LKA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",57,"Taiwan Province of China","TWN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",87,"Taiwan Province of China","TWN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus tonggol","longtail tuna",57,"Taiwan Province of China","TWN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",57,"Taiwan Province of China","TWN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",87,"Taiwan Province of China","TWN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus maccoyii","southern bluefin tuna",57,"Taiwan Province of China","TWN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"Taiwan Province of China","TWN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",87,"Taiwan Province of China","TWN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",57,"Tanzania, United Rep. of","TZA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",57,"Thailand","THA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"auxis thazard","frigate tuna",57,"Thailand","THA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","auxis","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus tonggol","longtail tuna",57,"Thailand","THA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",57,"Thailand","THA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"Thailand","THA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"Timor-Leste","TLS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",57,"United Kingdom","GBR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",87,"United States of America","USA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",87,"United States of America","USA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",87,"United States of America","USA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",87,"Vanuatu","VUT","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",87,"Vanuatu","VUT","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",87,"Vanuatu","VUT","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",87,"Venezuela (Boliv Rep of)","VEN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",87,"Venezuela (Boliv Rep of)","VEN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",87,"Venezuela (Boliv Rep of)","VEN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"scomberomorus guttatus","indo-pacific king mackerel",71,"Brunei Darussalam","BRN","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomberomorus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"scomber japonicus","pacific chub mackerel",87,"Chile","CHL","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"China","CHN","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"Ecuador","ECU","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"Germany","DEU","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomberomorus guttatus","indo-pacific king mackerel",71,"Indonesia","IDN","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomberomorus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"scomber japonicus","pacific chub mackerel",87,"Korea, Republic of","KOR","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",71,"Korea, Republic of","KOR","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"Lithuania","LTU","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",77,"Mexico","MEX","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus symmetricus","pacific jack mackerel",77,"Mexico","MEX","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"Netherlands","NLD","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"Peru","PER","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",71,"Philippines","PHL","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"Poland","POL","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"Russian Federation","RUS","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",77,"United States of America","USA","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber japonicus","pacific chub mackerel",87,"Vanuatu","VUT","yes","yes",0.97,"yes","biomar","FishStat capture","Pacific Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"sardina pilchardus","european pilchard(=sardine)",37,"Albania","ALB","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",37,"Algeria","DZA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",27,"Belgium","BEL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",34,"Belize","BLZ","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",37,"Bulgaria","BGR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella maderensis","madeiran sardinella",34,"Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",34,"Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",34,"China","CHN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella maderensis","madeiran sardinella",34,"Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",34,"Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",37,"Croatia","HRV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",37,"Croatia","HRV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",37,"Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",37,"Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella maderensis","madeiran sardinella",34,"Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",34,"Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",34,"Denmark","DNK","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",27,"Denmark","DNK","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",27,"France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",37,"France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",37,"France","FRA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",34,"Georgia","GEO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",34,"Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",27,"Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella maderensis","madeiran sardinella",34,"Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",34,"Germany","DEU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella maderensis","madeiran sardinella",34,"Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",34,"Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",37,"Greece","GRC","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",37,"Greece","GRC","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",27,"Ireland","IRL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",37,"Israel","ISR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",37,"Italy","ITA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",37,"Italy","ITA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",34,"Korea, Republic of","KOR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardina pilchardus","european pilchard(=sardine)",34,"Latvia","LVA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardina","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella aurita","round sardinella",37,"Lebanon","LBN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
