"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","genus","subfamily","family","order","class","superclass","phylum","kingdom","isscaap"
"sprattus sprattus","european sprat",27,"Finland","FIN","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"France","FRA","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Germany","DEU","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Ireland","IRL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Latvia","LVA","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Lithuania","LTU","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Netherlands","NLD","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Norway","NOR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat","sprattus","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",61,"China","CHN","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",87,"Ecuador","ECU","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",61,"Japan","JPN","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",61,"Korea, Republic of","KOR","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",77,"Mexico","MEX","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",81,"New Zealand","NZL","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",87,"Peru","PER","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",61,"Russian Federation","RUS","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinops sagax","south american pilchard",77,"United States of America","USA","yes","no",0,"yes","biomar","FishStat capture","Pacific Sardine","sardinops","alosinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"ammodytes tobianus","small sandeel",27,"Poland","POL","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ammodytes tobianus","small sandeel",27,"Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel","ammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"gymnammodytes semisquamatus","smooth sandeel",27,"Spain","ESP","yes","no",0,"yes","biomar","FishStat capture","Sandeel","gymnammodytes",NA,"ammodytidae","perciformes/uranoscopoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"ethmidium maculatum","pacific menhaden",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Menhaden","ethmidium","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"ethmidium maculatum","pacific menhaden",87,"Peru","PER","yes","no",0,"yes","biomar","FishStat capture","Menhaden","ethmidium","clupeinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"gadus chalcogrammus","alaska pollock(=walleye poll.)",67,"Canada","CAN","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus chalcogrammus","alaska pollock(=walleye poll.)",67,"Russian Federation","RUS","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus chalcogrammus","alaska pollock(=walleye poll.)",67,"United States of America","USA","no","yes",1,"yes","biomar","FishStat capture","Alaska Pollock","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"salmo salar","atlantic salmon",87,"Chile","CHL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"salmo salar","atlantic salmon",27,"Faroe Islands","FRO","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"salmo salar","atlantic salmon",27,"Iceland","ISL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"salmo salar","atlantic salmon",27,"Ireland","IRL","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"salmo salar","atlantic salmon",27,"Norway","NOR","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"salmo salar","atlantic salmon",27,"Russian Federation","RUS","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"salmo salar","atlantic salmon",27,"Spain","ESP","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"salmo salar","atlantic salmon",27,"Sweden","SWE","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"salmo salar","atlantic salmon",27,"United Kingdom","GBR","no","yes",1,"no","biomar","FishStat aquaculture","Farmed Seafood By-Products","salmo","salmoninae","salmonidae","salmoniformes","actinopterygii","osteichthyes","chordata","animalia","Salmons, trouts, smelts"
"thunnus alalunga","albacore",77,"American Samoa","ASM","no","yes",1,"yes","skretting","FishStat capture","Albacore tuna","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",77,"American Samoa","ASM","no","yes",1,"yes","skretting","FishStat capture","Skipjack tuna","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",77,"American Samoa","ASM","no","yes",1,"yes","skretting","FishStat capture","Yellowfin tuna","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus alalunga","albacore",51,"Mauritius","MUS","no","yes",1,"yes","skretting","FishStat capture","Albacore","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus obesus","bigeye tuna",51,"Mauritius","MUS","no","yes",1,"yes","skretting","FishStat capture","Bigeye Tuna","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"katsuwonus pelamis","skipjack tuna",51,"Mauritius","MUS","no","yes",1,"yes","skretting","FishStat capture","Skipjack tuna","katsuwonus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"thunnus albacares","yellowfin tuna",51,"Mauritius","MUS","no","yes",1,"yes","skretting","FishStat capture","Yellowfin tuna","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"rexea solandri","silver gemfish",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Gemfish","rexea",NA,"gempylidae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous demersal fishes"
"merluccius australis","southern hake",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Southern Hake","merluccius",NA,"merlucciidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"macruronus novaezelandiae","blue grenadier",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Hoki","macruronus",NA,"macruronidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"lepidorhynchus denticulatus","thorntooth grenadier",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Javelinfish","lepidorhynchus",NA,"macrouridae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"genypterus blacodes","pink cusk-eel",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","New Zealand ling","genypterus","ophidiinae","ophidiidae","ophidiiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous demersal fishes"
"macrourus carinatus","ridge scaled rattail",88,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Rattail","macrourus",NA,"macrouridae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"macrourus carinatus","ridge scaled rattail",81,"New Zealand","NZL","no","yes",1,"yes","skretting","FishStat capture","Rattail","macrourus",NA,"macrouridae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"scomber australasicus","blue mackerel",57,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Blue Mackerel","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber australasicus","blue mackerel",81,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Blue Mackerel","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber australasicus","blue mackerel",71,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Blue Mackerel","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus picturatus","blue jack mackerel",57,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Jackmackerel","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus picturatus","blue jack mackerel",81,"Australia","AUS","yes","no",0,"yes","skretting","FishStat capture","Jackmackerel","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus murphyi","chilean jack mackerel",87,"Chile","CHL","yes","no",0,"yes","skretting","FishStat capture","Jackmackerel","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"normanichthys crockeri","mote sculpin",87,"Chile","CHL","yes","no",0,"yes","skretting","FishStat capture","Mote Sculpin","normanichthys",NA,"normanichthyidae","perciformes/scorpaenoidei","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous coastal fishes"
"stromateidae","butterfishes, pomfrets nei",87,"Chile","CHL","yes","no",0,"yes","skretting","FishStat capture","Starry Butterfish",NA,NA,"stromateidae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"engraulis japonicus","japanese anchovy",61,"China","CHN","yes","no",0,"yes","skretting","FishStat capture","Japanese Anchovy","engraulis","engraulinae","engraulidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"squalus acanthias","picked dogfish",81,"New Zealand","NZL","yes","no",0,"yes","skretting","FishStat capture","Spiny dogfish","squalus",NA,"squalidae","squaliformes","elasmobranchii","chondrichthyes","chordata","animalia","Sharks, rays, chimaeras"
"trachurus trachurus","atlantic horse mackerel",27,"Channel Islands","GGY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"trachurus trachurus","atlantic horse mackerel",27,"Channel Islands"," JEY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","trachurus","caranginae","carangidae","carangiformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber scombrus","atlantic mackerel",27,"Channel Islands","GGY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"scomber scombrus","atlantic mackerel",27,"Channel Islands"," JEY","yes","yes",0.77,"yes","biomar","FishStat capture","Atlantic Mackerel Spp.","scomber","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Miscellaneous pelagic fishes"
"gadus morhua","atlantic cod",27,"Channel Islands","GGY","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"gadus morhua","atlantic cod",27,"Channel Islands"," JEY","no","yes",1,"yes","biomar","FishStat capture","Atlantic Cod","gadus",NA,"gadidae","gadiformes","actinopterygii","osteichthyes","chordata","animalia","Cods, hakes, haddocks"
"perciformes","tuna-like fishes nei",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"perciformes","tuna-like fishes nei",87,"Colombia","COL","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"auxis","frigate and bullet tunas",87,"Ecuador","ECU","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","auxis","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"perciformes","tuna-like fishes nei",87,"Ecuador","ECU","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"perciformes","tuna-like fishes nei",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"perciformes","tuna-like fishes nei",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"perciformes","tuna-like fishes nei",87,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"perciformes","tuna-like fishes nei",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"auxis","frigate and bullet tunas",87,"Peru","PER","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","auxis","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"perciformes","tuna-like fishes nei",87,"Peru","PER","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"perciformes","tuna-like fishes nei",87,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"thunnus","tunas nei",87,"Spain","ESP","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","thunnus","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"auxis","frigate and bullet tunas",57,"Sri Lanka","LKA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.","auxis","scombrinae","scombridae","scombriformes","actinopterygii","osteichthyes","chordata","animalia","Tunas, bonitos, billfishes"
"perciformes","tuna-like fishes nei",57,"Sri Lanka","LKA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"perciformes","tuna-like fishes nei",57,"Timor-Leste","TLS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",NA,NA,NA,"perciformes","actinopterygii",NA,"chordata","animalia","Multiple ISSCAAP groups"
"sardinella","sardinellas nei",37,"Algeria","DZA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Belize","BLZ","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Benin","BEN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Cameroon","CMR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"China","CHN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Congo","COG","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"clupeidae","herrings, sardines nei",37,"Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clupea","herrings, sardines nei",37,"Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"clupeiformes","herrings, sardines nei",37,"Cyprus","CYP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sardinella","sardinellas nei",34,"Côte d'Ivoire","CIV","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",37,"Egypt","EGY","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Gambia","GMB","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Georgia","GEO","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Ghana","GHA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Guinea","GIN","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Guinea-Bissau","GNB","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",37,"Israel","ISR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Latvia","LVA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Liberia","LBR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Lithuania","LTU","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",37,"Malta","MLT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Mauritania","MRT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",37,"Morocco","MAR","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Nigeria","NGA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Other nei",NA,"yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",37,"Palestine","PSE","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Poland","POL","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Saint Kitts and Nevis","KNA","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Saint Vincent/Grenadines","VCT","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
"sardinella","sardinellas nei",34,"Sao Tome and Principe","STP","yes","yes",0.8,"yes","biomar","FishStat capture","Atlantic Sardine","sardinella","dorosomatinae","clupeidae","clupeiformes","actinopterygii","osteichthyes","chordata","animalia","Herrings, sardines, anchovies"
