"sciname","common_name","fao_fishing_area","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trimmings_tonnes","wholefish_tonnes","importer_iso3c"
"Sprattus sprattus","european sprat",27,"Norway","NOR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GRC"
"Sprattus sprattus","european sprat",27,"Norway","NOR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"NOR"
"Sprattus sprattus","european sprat",27,"Norway","NOR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"TUR"
"Sprattus sprattus","european sprat",27,"Norway","NOR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"VNM"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"AUS"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHL"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHN"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CRI"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"DNK"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ECU"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ESP"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"FRA"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GBR"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GRC"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"NOR"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"TUR"
"Sprattus sprattus","european sprat",27,"Poland","POL","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"VNM"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"AUS"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHL"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHN"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CRI"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"DNK"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ECU"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ESP"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"FRA"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GBR"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GRC"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"NOR"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"TUR"
"Sprattus sprattus","european sprat",27,"Russian Federation","RUS","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"VNM"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"AUS"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHL"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHN"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CRI"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"DNK"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ECU"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ESP"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"FRA"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GBR"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GRC"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"NOR"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"TUR"
"Sprattus sprattus","european sprat",27,"Spain","ESP","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"VNM"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"AUS"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHL"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHN"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CRI"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"DNK"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ECU"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ESP"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"FRA"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GBR"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GRC"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"NOR"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"TUR"
"Sprattus sprattus","european sprat",27,"Sweden","SWE","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"VNM"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"AUS"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHL"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CHN"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"CRI"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"DNK"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ECU"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"ESP"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"FRA"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GBR"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"GRC"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"NOR"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"TUR"
"Sprattus sprattus","european sprat",27,"United Kingdom","GBR","yes","yes",0.2,"yes","biomar","FishStat capture","Sprat",1037.2,4148.8,"VNM"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"AUS"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"CHL"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"CHN"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"CRI"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"DNK"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"ECU"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"ESP"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"FRA"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"GBR"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"GRC"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"NOR"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"TUR"
"Strangomera bentincki","araucanian herring",87,"Chile","CHL","yes","no",0,"yes","biomar","FishStat capture","Araucanian Herring",0,10200,"VNM"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"DNK"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ECU"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ESP"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"FRA"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GBR"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GRC"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"NOR"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"TUR"
"Thunnus albacares","yellowfin tuna",57,"Australia","AUS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"VNM"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"DNK"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ECU"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ESP"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"FRA"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GBR"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GRC"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"NOR"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"TUR"
"Thunnus albacares","yellowfin tuna",57,"China","CHN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"VNM"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"DNK"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ECU"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ESP"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"FRA"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GBR"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GRC"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"NOR"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"TUR"
"Thunnus albacares","yellowfin tuna",57,"France","FRA","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"VNM"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"DNK"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ECU"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ESP"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"FRA"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GBR"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GRC"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"NOR"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"TUR"
"Thunnus albacares","yellowfin tuna",57,"India","IND","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"VNM"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"DNK"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ECU"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ESP"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"FRA"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GBR"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GRC"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"NOR"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"TUR"
"Thunnus albacares","yellowfin tuna",57,"Indonesia","IDN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"VNM"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"DNK"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ECU"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ESP"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"FRA"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GBR"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GRC"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"NOR"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"TUR"
"Thunnus albacares","yellowfin tuna",57,"Japan","JPN","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"VNM"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"DNK"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ECU"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ESP"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"FRA"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GBR"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GRC"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"NOR"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"TUR"
"Thunnus albacares","yellowfin tuna",57,"Korea, Republic of","KOR","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"VNM"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"DNK"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ECU"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"ESP"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"FRA"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GBR"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"GRC"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"NOR"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"TUR"
"Thunnus albacares","yellowfin tuna",57,"Malaysia","MYS","no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"VNM"
"Thunnus albacares","yellowfin tuna",57,"Other nei",NA,"no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"AUS"
"Thunnus albacares","yellowfin tuna",57,"Other nei",NA,"no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHL"
"Thunnus albacares","yellowfin tuna",57,"Other nei",NA,"no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CHN"
"Thunnus albacares","yellowfin tuna",57,"Other nei",NA,"no","yes",1,"yes","biomar","FishStat capture","Tuna Spp.",18375,0,"CRI"
