"common_name","country","iso3c","wholefish","trimmings","trim_prop","capture","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trimmings_tonnes","wholefish_tonnes","importer_iso3c","sciname","trash_fish"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Denmark","DNK","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","France","FRA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Germany","DEU","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Ireland","IRL","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Netherlands","NLD","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Norway","NOR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Portugal","PRT","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Spain","ESP","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Sweden","SWE","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","United Kingdom","GBR","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Belize","BLZ","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Benin","BEN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","China","CHN","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CRI","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"DNK","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ECU","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"ESP","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"FRA","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GBR","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"GRC","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"NOR","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"TUR","engraulis encrasicolus","no"
"european anchovy","Georgia","GEO","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"VNM","engraulis encrasicolus","no"
"european anchovy","Ghana","GHA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"AUS","engraulis encrasicolus","no"
"european anchovy","Ghana","GHA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHL","engraulis encrasicolus","no"
"european anchovy","Ghana","GHA","yes","yes",0.11,"yes","biomar","FishStat capture","Anchovy",1430.33,11572.67,"CHN","engraulis encrasicolus","no"
