"country","sciname","aquaculture","trim_prop","common_name","wholefish","trimmings","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trash_fish","capture","source_country_iso3c"
"Taiwan","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
"Taiwan","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
"Taiwan","prionace glauca","no",1,"blue shark","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
"Taiwan","sphyrnidae","no",1,"hammerhead sharks, etc. nei","no","yes","Shea et al. 2025",NA,"shark","no","yes","TWN"
"Taiwan","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
"Taiwan","thunnus maccoyii","no",1,"southern bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
"Taiwan","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
"Taiwan","thunnus orientalis","no",1,"pacific bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
"Taiwan","thunnus thynnus","no",1,"atlantic bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
"Taiwan","thunnus tonggol","no",1,"longtail tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
"Thailand","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
"Thailand","auxis thazard","no",1,"frigate tuna","no","yes","Shea et al. 2025",NA,"tuna, frigate tuna","no","yes","THA"
"Thailand","cirrhinus molitorella","yes",1,"mud carp","no","yes","Shea et al. 2025",NA,"mud carp","no","no","THA"
"Thailand","clarias batrachus","yes",1,"walking catfish","no","yes","Shea et al. 2025",NA,"walking catfish","no","no","THA"
"Thailand","ctenopharyngodon idella","yes",1,"grass crap","no","yes","Shea et al. 2025",NA,"grass crap","no","no","THA"
"Thailand","decapterus maruadsi","no",1,"japanese scad","no","yes","Shea et al. 2025",NA,"japanese scad","no","yes","THA"
"Thailand","euthynnus affinis","no",1,"kawakawa","no","yes","Shea et al. 2025",NA,"kawakawa","no","yes","THA"
"Thailand","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna, skipjack tuna","no","yes","THA"
"Thailand","limanda aspera","no",1,"yellowfin sole","no","yes","Shea et al. 2025",NA,"yellowfin sole","no","yes","THA"
"Thailand","oncorhynchus gorbuscha","no",1,"pink salmon","no","yes","Shea et al. 2025",NA,"pink salmon","no","yes","THA"
"Thailand","oncorhynchus keta","no",1,"chum salmon","no","yes","Shea et al. 2025",NA,"chum salmon","no","yes","THA"
"Thailand","oncorhynchus keta","yes",1,"chum salmon","no","yes","Shea et al. 2025",NA,"chum salmon","no","no","THA"
"Thailand","oncorhynchus kisutch","yes",1,"coho salmon","no","yes","Shea et al. 2025",NA,"coho salmon","no","no","THA"
"Thailand","oncorhynchus mykiss","yes",1,"rainbow trout","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","THA"
"Thailand","oncorhynchus nerka","no",1,"sockeye salmon","no","yes","Shea et al. 2025",NA,"sockeye salmon","no","yes","THA"
"Thailand","oreochromis niloticus","yes",1,"nile tilapia","no","yes","Shea et al. 2025",NA,"nile tilapia","no","no","THA"
"Thailand","pangasius hypophthalmas","yes",1,"stripped catfish","no","yes","Shea et al. 2025",NA,"stripped catfish","no","no","THA"
"Thailand","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
"Thailand","probarbus jullieni","yes",1,"seven-striped barb","no","yes","Shea et al. 2025",NA,"seven-striped barb","no","no","THA"
"Thailand","rastrelliger kanagurta","no",1,"indian mackerel","no","yes","Shea et al. 2025",NA,"indian mackerel","no","yes","THA"
"Thailand","salmo salar","yes",1,"atlantic salmon","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","THA"
"Thailand","sardinella longiceps","no",1,"indian oil sardine","no","yes","Shea et al. 2025",NA,"indian oil sardine","no","yes","THA"
"Thailand","sardinops sagax","no",1,"japanese pilchard","no","yes","Shea et al. 2025",NA,"japanese pilchard","no","yes","THA"
"Thailand","scomber japonicus","no",1,"chub mackerel","no","yes","Shea et al. 2025",NA,"chub mackerel","no","yes","THA"
"Thailand","scomber japonicus","no",1,"pacific chub mackerel","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","THA"
"Thailand","scomber scombrus","no",1,"atlantic mackerel","no","yes","Shea et al. 2025",NA,"atlantic mackerel","no","yes","THA"
"Thailand","seriola quinqueradiata","no",1,"japanese amberjack / yellowtail / buri","no","yes","Shea et al. 2025",NA,"japanese amberjack / yellowtail / buri","no","yes","THA"
"Thailand","seriola quinqueradiata","no",1,"yellowtall","no","yes","Shea et al. 2025",NA,"yellowtall","no","yes","THA"
"Thailand","thunnus alalunga","no",1,"albacore tuna","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","THA"
"Thailand","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna, yellowfin tuna","no","yes","THA"
"Thailand","thunnus maccoyii","no",1,"southern bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","THA"
"Thailand","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna, bigeye tuna","no","yes","THA"
"Thailand","thunnus tonggol","no",1,"longtail tuna","no","yes","Shea et al. 2025",NA,"tuna, longtail tuna","no","yes","THA"
"Tunisia","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","TUN"
"Tunisia","thunnus alalunga","no",1,"albacore tuna","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","TUN"
"Tunisia","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","TUN"
"Tunisia","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","TUN"
"Turkey","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TUR"
"Turkey","auxis rochei","no",1,"bullet tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TUR"
"Turkey","engraulis encrasicolus","no",0,"black sea anchovy","yes","no","Shea et al. 2025",NA,"black sea anchovy","no","yes","TUR"
"Turkey","sardina pilchardus","no",1,"european pilchard(=sardine)","no","yes","Shea et al. 2025",NA,"sardine","no","yes","TUR"
"Turkey","thunnus thynnus","no",1,"atlantic bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TUR"
"United Arab Emirates","engraulis encrasicolus","no",0,"black sea anchovy","yes","no","Shea et al. 2025",NA,"black sea anchovy","no","yes","ARE"
"United Kingdom","allothunnus fallai","no",1,"slender tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","auxis","no",1,"frigate and bullet tunas","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","auxis thazard","no",1,"frigate tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","brosme brosme","no",1,"tusk","no","yes","Shea et al. 2025",NA,"tusk","no","yes","GBR"
"United Kingdom","capros aper","no",0,"boarfish","yes","no","Shea et al. 2025",NA,"boarfish","no","yes","GBR"
"United Kingdom","chelidonichthys cuculus","no",1,"red gurnard","no","yes","Shea et al. 2025",NA,"red gurnard","no","yes","GBR"
"United Kingdom","clupea harengus","no",1,"herring","no","yes","Shea et al. 2025",NA,"herring","no","yes","GBR"
"United Kingdom","gadus morhua","no",1,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","GBR"
"United Kingdom","glyptocephalus cynoglossus","no",1,"witch","no","yes","Shea et al. 2025",NA,"witch","no","yes","GBR"
"United Kingdom","gymnosarda unicolor","no",1,"dogtooth tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","lepidorhombus","no",1,"megrims nei","no","yes","Shea et al. 2025",NA,"megrim","no","yes","GBR"
"United Kingdom","lepidorhombus boscii","no",1,"four-spot megrim","no","yes","Shea et al. 2025",NA,"megrim","no","yes","GBR"
"United Kingdom","lepidorhombus whiffiagonis","no",1,"megrim","no","yes","Shea et al. 2025",NA,"megrim","no","yes","GBR"
"United Kingdom","lepidorhombus whiffiagonis","no",1,"megrim","no","yes","Shea et al. 2025",NA,"megrim","no","yes","GBR"
"United Kingdom","loligo vulgaris","no",1,"squid","no","yes","Shea et al. 2025",NA,"squid","no","yes","GBR"
"United Kingdom","lophius budegassa","no",1,"anglerfish","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","GBR"
"United Kingdom","lophius piscatorius","no",1,"anglerfish","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","GBR"
"United Kingdom","melanogrammus aeglefinus","no",1,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","GBR"
"United Kingdom","merlangius merlangus","no",1,"whiting","no","yes","Shea et al. 2025",NA,"whiting","no","yes","GBR"
"United Kingdom","merluccius merluccius","no",1,"european hake","no","yes","Shea et al. 2025",NA,"european hake","no","yes","GBR"
"United Kingdom","merluccius merluccius","no",1,"hake","no","yes","Shea et al. 2025",NA,"hake","no","yes","GBR"
"United Kingdom","microstomus kitt","no",1,"lemon sole","no","yes","Shea et al. 2025",NA,"lemon sole","no","yes","GBR"
"United Kingdom","molva molva","no",1,"ling","no","yes","Shea et al. 2025",NA,"ling","no","yes","GBR"
"United Kingdom","nephrops norvegicus","no",1,"norwegian lobster","no","yes","Shea et al. 2025",NA,"norwegian lobster","no","yes","GBR"
"United Kingdom","oncorhynchus mykiss","yes",1,"trout","no","yes","Shea et al. 2025",NA,"trout","no","no","GBR"
"United Kingdom","pecten maximus","no",1,"scallop","no","yes","Shea et al. 2025",NA,"scallop","no","yes","GBR"
"United Kingdom","perciformes","no",1,"tuna-like fishes nei","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","pleuronectes platessa","no",1,"plaice","no","yes","Shea et al. 2025",NA,"plaice","no","yes","GBR"
"United Kingdom","pollachius pollachius","no",1,"pollock","no","yes","Shea et al. 2025",NA,"pollock","no","yes","GBR"
"United Kingdom","pollachius virens","no",1,"saithe","no","yes","Shea et al. 2025",NA,"saithe","no","yes","GBR"
"United Kingdom","raja clavata","no",1,"thornback ray","no","yes","Shea et al. 2025",NA,"thornback ray","no","yes","GBR"
"United Kingdom","reinhardtius hippoglossoides","no",1,"greenland halibut","no","yes","Shea et al. 2025",NA,"greenland halibut","no","yes","GBR"
"United Kingdom","salmo salar","yes",1,"salmon","no","yes","Shea et al. 2025",NA,"salmon","no","no","GBR"
"United Kingdom","sardina pilchardus","no",0.5,"pilchard","no","yes","Shea et al. 2025",NA,"pilchard","no","yes","GBR"
"United Kingdom","sardina pilchardus","no",0.5,"sardine","yes","no","Shea et al. 2025",NA,"sardine","no","yes","GBR"
"United Kingdom","scomber scombrus","no",0.5,"mackerel","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","GBR"
"United Kingdom","scomber scombrus","no",0.5,"mackerel","yes","no","Shea et al. 2025",NA,"mackerel","no","yes","GBR"
"United Kingdom","scyliorhinus canicula","no",1,"lesser-spotted dogfish","no","yes","Shea et al. 2025",NA,"lesser-spotted dogfish","no","yes","GBR"
"United Kingdom","sprattus sprattus","no",1,"sprat","no","yes","Shea et al. 2025",NA,"sprat","no","yes","GBR"
"United Kingdom","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","thunnus atlanticus","no",1,"blackfin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","thunnus maccoyii","no",1,"southern bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","thunnus obesus","no",1,"bigeye tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","thunnus thynnus","no",1,"atlantic bluefin tuna","no","yes","Shea et al. 2025",NA,"tuna","no","yes","GBR"
"United Kingdom","trachurus trachurus","no",1,"horse mackerel","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","GBR"
"United States of America","brevoortia patronus","no",0,"gulf menhaden","yes","no","Shea et al. 2025",NA,"gulf menhaden","no","yes","USA"
"United States of America","gadus macrocephalus","no",1,"cod","no","yes","Shea et al. 2025",NA,"cod","no","yes","USA"
"United States of America","gadus macrocephalus","no",1,"pacific cod","no","yes","Shea et al. 2025",NA,"pacific cod","no","yes","USA"
"United States of America","hippoglossus hippoglossus","no",1,"atlantic halibut","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
"United States of America","hippoglossus stenolepis","no",1,"pacific halibut","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
"United States of America","merlangius merlangus","no",0,"menhaden","yes","no","Shea et al. 2025",NA,"menhaden","no","yes","USA"
"United States of America","merlangius merlangus","no",0,"whiting","yes","no","Shea et al. 2025",NA,"whiting","no","yes","USA"
"United States of America","oncorhynchus gorbuscha","no",1,"pink(=humpback) salmon","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
"United States of America","oncorhynchus keta","no",1,"chum(=keta=dog) salmon","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
"United States of America","oncorhynchus kisutch","no",1,"coho(=silver) salmon","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
"United States of America","oncorhynchus nerka","no",1,"sockeye(=red) salmon","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
"United States of America","oncorhynchus tshawytscha","no",1,"chinook(=spring=king) salmon","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
"United States of America","paralichthys","no",1,"bastard halibuts nei","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
"United States of America","pollachius virens","no",1,"pollock","no","yes","Shea et al. 2025",NA,"pollock","no","yes","USA"
"United States of America","reinhardtius hippoglossoides","no",1,"greenland halibut","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
"United States of America","salmo salar","no",1,"atlantic salmon","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
"United States of America","urophycis chuss","no",1,"red hake","no","yes","Shea et al. 2025",NA,"hake","no","yes","USA"
"United States of America","urophycis tenuis","no",1,"white hake","no","yes","Shea et al. 2025",NA,"hake","no","yes","USA"
"Vietnam","atule mate","no",0,"yellowtail scad","yes","no","Shea et al. 2025",NA,"yellowtail scad","no","yes","VNM"
"Vietnam","gadus chalcogrammus","no",1,"alaska pollack","no","yes","Shea et al. 2025",NA,"alaska pollack","no","yes","VNM"
"Vietnam","gadus macrocephalus","no",1,"pacific cod","no","yes","Shea et al. 2025",NA,"pacific cod","no","yes","VNM"
"Vietnam","gadus morhua","no",1,"atlantic cod","no","yes","Shea et al. 2025",NA,"atlantic cod","no","yes","VNM"
"Vietnam","katsuwonus pelamis","no",1,"skipjack tuna","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","VNM"
"Vietnam","lates calcarifer","yes",1,"barramundi","no","yes","Shea et al. 2025",NA,"barramundi","no","no","VNM"
"Vietnam","melanogrammus aeglefinus","no",1,"haddock","no","yes","Shea et al. 2025",NA,"haddock","no","yes","VNM"
"Vietnam","pangasius hypophthalmas","yes",1,"pangasius tra","no","yes","Shea et al. 2025",NA,"pangasius tra","no","no","VNM"
"Vietnam","saurida tumbil","no",0,"greater lizardfish","yes","no","Shea et al. 2025",NA,"greater lizardfish","no","yes","VNM"
"Vietnam","selar crumenophthalmus","no",0,"bigeye scad","yes","no","Shea et al. 2025",NA,"bigeye scad","no","yes","VNM"
"Vietnam","thunnus alalunga","no",1,"albacore tuna","no","yes","Shea et al. 2025",NA,"albacore tuna","no","yes","VNM"
"Vietnam","thunnus albacares","no",1,"yellowfin tuna","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","VNM"
"Vietnam","trachinocephalus myops","no",0,"blunt-nose lizardfish","yes","no","Shea et al. 2025",NA,"blunt-nose lizardfish","no","yes","VNM"
"Vietnam","upeneus sulphureus","no",0,"sulphur goatfish","yes","no","Shea et al. 2025",NA,"sulphur goatfish","no","yes","VNM"
"Yemen","litopenaeus vannamei","yes",1,"whiteleg shrimp","no","yes","Shea et al. 2025",NA,"whiteleg shrimp","no","no","YEM"
"Yemen","penaeus monodon","yes",1,"giant tiger prawn","no","yes","Shea et al. 2025",NA,"giant tiger prawn","no","no","YEM"
