"source_country_iso3c","source_country_name","importer_iso3c","sciname","common_name","wholefish","trimmings","trim_prop","data_source_feed","feed_report_spp_name"
"LBN","Lebanon","CHL","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","CHN","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","CRI","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","DNK","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","ECU","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","ESP","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","FRA","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","GBR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","GRC","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","NOR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","TUR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBN","Lebanon","VNM","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","AUS","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","CHL","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","CHN","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","CRI","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","DNK","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","ECU","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","ESP","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","FRA","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","GBR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","GRC","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","NOR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","TUR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBY","Libya","VNM","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","AUS","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","CHL","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","CHN","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","CRI","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","DNK","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","ECU","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","ESP","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","FRA","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","GBR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","GRC","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","NOR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","TUR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MLT","Malta","VNM","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","AUS","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","CHL","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","CHN","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","CRI","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","DNK","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","ECU","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","ESP","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","FRA","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","GBR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","GRC","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","NOR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","TUR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MNE","Montenegro","VNM","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","AUS","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","CHL","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","CHN","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","CRI","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","DNK","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","ECU","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","ESP","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","FRA","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","GBR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","GRC","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","NOR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","TUR","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"ESP","Spain","VNM","sardinella aurita","round sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"IND","India","AUS","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","CHL","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","CHN","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","CRI","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","DNK","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","ECU","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","ESP","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","FRA","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","GBR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","GRC","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","NOR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","TUR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IND","India","VNM","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","AUS","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","CHL","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","CHN","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","CRI","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","DNK","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","ECU","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","ESP","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","FRA","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","GBR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","GRC","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","NOR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","TUR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"IRN","Iran (Islamic Rep. of)","VNM","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","AUS","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","CHL","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","CHN","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","CRI","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","DNK","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","ECU","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","ESP","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","FRA","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","GBR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","GRC","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","NOR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","TUR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"OMN","Oman","VNM","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","AUS","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","CHL","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","CHN","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","CRI","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","DNK","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","ECU","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","ESP","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","FRA","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","GBR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","GRC","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","NOR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","TUR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"PAK","Pakistan","VNM","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","AUS","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","CHL","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","CHN","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","CRI","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","DNK","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","ECU","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","ESP","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","FRA","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","GBR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","GRC","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","NOR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","TUR","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"YEM","Yemen","VNM","sardinella longiceps","indian oil sardine","yes","yes",0.15,"biomar","Sardine"
"CMR","Cameroon","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CMR","Cameroon","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"COG","Congo","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"CIV","Côte d'Ivoire","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"DEU","Germany","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"GHA","Ghana","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LBR","Liberia","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"LTU","Lithuania","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"MAR","Morocco","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","CHN","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","CRI","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","DNK","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","ECU","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","ESP","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","FRA","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","GBR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","GRC","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","NOR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","TUR","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NLD","Netherlands","VNM","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NGA","Nigeria","AUS","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
"NGA","Nigeria","CHL","sardinella maderensis","madeiran sardinella","yes","yes",0.8,"biomar","Atlantic Sardine"
