"factory_id","country","common_name","sciname","aquaculture","wholefish","trimmings","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trash_fish","capture","source_country_iso3c"
26,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
26,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
27,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
27,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
27,"Chile","chilean sardine","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"chilean sardine","no","yes","CHL"
28,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
28,"Chile","chilean sardine","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"chilean sardine","no","yes","CHL"
28,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
29,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
29,"Chile","chilean sardine","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"chilean sardine","no","yes","CHL"
29,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
30,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
31,"Chile","chilean sardine","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"chilean sardine","no","yes","CHL"
32,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
32,"Chile","chilean sardine","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"chilean sardine","no","yes","CHL"
32,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
33,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
33,"Chile","chilean sardine","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"chilean sardine","no","yes","CHL"
33,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
34,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
34,"Chile","chilean sardine","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"chilean sardine","no","yes","CHL"
34,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
35,"Chile",NA,NA,"no","yes","no","Shea et al. 2025",NA,NA,"no","yes","CHL"
35,"Chile",NA,NA,"yes","no","yes","Shea et al. 2025",NA,NA,"no","no","CHL"
36,"Chile","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","CHL"
36,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
37,"Chile","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","CHL"
37,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","CHL"
37,"Chile","coho salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"coho salmon","no","no","CHL"
37,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
37,"Chile","anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
37,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
38,"Chile","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","CHL"
38,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","CHL"
38,"Chile","coho salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"coho salmon","no","no","CHL"
38,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
38,"Chile","anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
38,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
39,"Chile","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","CHL"
39,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","CHL"
39,"Chile","coho salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"coho salmon","no","no","CHL"
39,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
39,"Chile","anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
39,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
40,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","CHL"
40,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
41,"Chile","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","CHL"
41,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","CHL"
41,"Chile","coho salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"coho salmon","no","no","CHL"
42,"Chile","chilean jack mackerel","trachurus murphyi","no","no","yes","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
42,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
42,"Chile","anchovy","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
42,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
43,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
43,"Chile","jack mackerel","trachurus murphyi","no","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
43,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
43,"Chile","anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
44,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
44,"Chile","anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
44,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
46,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","CHL"
46,"Chile","chile rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"chile rainbow trout","no","no","CHL"
46,"Chile","chile coho salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"chile coho salmon","no","no","CHL"
46,"Chile","coho salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"coho salmon","no","yes","CHL"
46,"Chile","sockeye salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"sockeye salmon","no","yes","CHL"
46,"Chile","jack mackerel","trachurus murphyi","no","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
46,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
46,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
46,"Chile","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","CHL"
47,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","CHL"
47,"Chile","chile rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"chile rainbow trout","no","no","CHL"
47,"Chile","coho salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"coho salmon","no","yes","CHL"
47,"Chile","chile coho salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"chile coho salmon","no","no","CHL"
47,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
47,"Chile","jack mackerel/jurel","trachurus murphyi","no","no","yes","Shea et al. 2025",NA,"jack mackerel/jurel","no","yes","CHL"
47,"Chile","sockeye salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"sockeye salmon","no","yes","CHL"
47,"Chile","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","CHL"
47,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
48,"Chile","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","CHL"
48,"Chile","chile rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"chile rainbow trout","no","no","CHL"
48,"Chile","coho salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"coho salmon","no","yes","CHL"
48,"Chile","chile coho salmon","oncorhynchus kisutch","yes","no","yes","Shea et al. 2025",NA,"chile coho salmon","no","no","CHL"
48,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
48,"Chile","jack mackerel/jurel","trachurus murphyi","no","no","yes","Shea et al. 2025",NA,"jack mackerel/jurel","no","yes","CHL"
48,"Chile","sockeye salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"sockeye salmon","no","yes","CHL"
48,"Chile","anchoveta","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchoveta","no","yes","CHL"
48,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
49,"Chile",NA,NA,"no","yes","no","Shea et al. 2025",NA,NA,"no","yes","CHL"
54,"Chile","chilean jack mackerel","trachurus murphyi","no","no","yes","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
54,"Chile","chilean jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"chilean jack mackerel","no","yes","CHL"
54,"Chile","anchovy","engraulis ringens","no","no","yes","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
54,"Chile","araucanian herring","strangomera bentincki","no","no","yes","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
54,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
54,"Chile","anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
55,"Chile","jack mackerel","trachurus murphyi","no","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
55,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
55,"Chile","chilean anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"chilean anchovy","no","yes","CHL"
55,"Chile","chilean sardine","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"chilean sardine","no","yes","CHL"
56,"Chile","jack mackerel","trachurus murphyi","no","no","yes","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
56,"Chile","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","CHL"
56,"Chile","anchovy","engraulis ringens","no","yes","no","Shea et al. 2025",NA,"anchovy","no","yes","CHL"
56,"Chile","araucanian herring","strangomera bentincki","no","yes","no","Shea et al. 2025",NA,"araucanian herring","no","yes","CHL"
80,"Costa Rica","crystal shrimp","farfantepenaeus brevirostris","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","CRI"
80,"Costa Rica","yellowleg shrimp","farfantepenaeus californiensis","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","CRI"
80,"Costa Rica","whiteleg shrimp","litopenaeus vannamei","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","CRI"
80,"Costa Rica","penaeid shrimps nei","penaeidae","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","CRI"
80,"Costa Rica","penaeus shrimps nei","penaeus","no","no","yes","Shea et al. 2025",NA,"shrimp","no","yes","CRI"
80,"Costa Rica","fish",NA,"no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","common dolphinfish","coryphaena hippurus","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","striped marlin","kajikia audax","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","Groupers, seabasses nei","serranidae","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","marlins,sailfishes,etc. nei","istiophoridae","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","indo-pacific sailfish","istiophorus platypterus","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","snappers, jobfishes nei","lutjanidae","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","spotted rose snapper","lutjanus guttatus","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","swordfish","xiphias gladius","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","blacktip shark","carcharhinus limbatus","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","thresher","alopias vulpinus","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
80,"Costa Rica","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"fish","no","yes","CRI"
90,"Ecuador","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
91,"Ecuador","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
90,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
91,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
90,"Ecuador","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
91,"Ecuador","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
90,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
91,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
90,"Ecuador","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
91,"Ecuador","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
90,"Ecuador","pacific bluefin tuna","thunnus orientalis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
91,"Ecuador","pacific bluefin tuna","thunnus orientalis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","ECU"
86,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
86,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
86,"Ecuador","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","ECU"
87,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
87,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
87,"Ecuador","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","ECU"
88,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
88,"Ecuador","common dolphinfish","coryphaena hippurus","no","no","yes","Shea et al. 2025",NA,"common dolphinfish","no","yes","ECU"
88,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
88,"Ecuador","south pacific hake","merluccius gayi","no","no","yes","Shea et al. 2025",NA,"south pacific hake","no","yes","ECU"
88,"Ecuador","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
88,"Ecuador","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"bullet tuna","no","yes","ECU"
88,"Ecuador","red eye round herring","etrumeus whiteheadi","no","no","yes","Shea et al. 2025",NA,"red eye round herring","no","yes","ECU"
89,"Ecuador","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","ECU"
89,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
89,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
89,"Ecuador","common dolphinfish","coryphaena hippurus","no","no","yes","Shea et al. 2025",NA,"common dolphinfish","no","yes","ECU"
89,"Ecuador","south pacific hake","merluccius gayi","no","no","yes","Shea et al. 2025",NA,"south pacific hake","no","yes","ECU"
89,"Ecuador","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"bullet tuna","no","yes","ECU"
89,"Ecuador","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
89,"Ecuador","red-eye round herring","etrumeus whiteheadi","no","no","yes","Shea et al. 2025",NA,"red-eye round herring","no","yes","ECU"
92,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
92,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
92,"Ecuador","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","ECU"
93,"Ecuador","common dolphinfish","coryphaena hippurus","no","no","yes","Shea et al. 2025",NA,"common dolphinfish","no","yes","ECU"
93,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
93,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
93,"Ecuador","south pacific hake","merluccius gayi","no","no","yes","Shea et al. 2025",NA,"south pacific hake","no","yes","ECU"
93,"Ecuador","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
93,"Ecuador","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"bullet tuna","no","yes","ECU"
93,"Ecuador","red-eye round herring","etrumeus whiteheadi","no","no","yes","Shea et al. 2025",NA,"red-eye round herring","no","yes","ECU"
94,"Ecuador","common dolphinfish","coryphaena hippurus","no","no","yes","Shea et al. 2025",NA,"common dolphinfish","no","yes","ECU"
94,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
94,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
94,"Ecuador","south pacific hake","merluccius gayi","no","no","yes","Shea et al. 2025",NA,"south pacific hake","no","yes","ECU"
94,"Ecuador","roncador","haemulopsis axillaris","no","no","yes","Shea et al. 2025",NA,"roncador","no","yes","ECU"
94,"Ecuador","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
94,"Ecuador","pacific harvestfish","peprilus medius","no","no","yes","Shea et al. 2025",NA,"pacific harvestfish","no","yes","ECU"
95,"Ecuador","common dolphinfish","coryphaena hippurus","no","no","yes","Shea et al. 2025",NA,"common dolphinfish","no","yes","ECU"
95,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
95,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
95,"Ecuador","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"bigeye tuna","no","yes","ECU"
95,"Ecuador","south pacific hake","merluccius gayi","no","no","yes","Shea et al. 2025",NA,"south pacific hake","no","yes","ECU"
95,"Ecuador","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
95,"Ecuador","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"bullet tuna","no","yes","ECU"
95,"Ecuador","red-eye round herring","etrumeus whiteheadi","no","no","yes","Shea et al. 2025",NA,"red-eye round herring","no","yes","ECU"
96,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
96,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
96,"Ecuador","common dolphinfish","coryphaena hippurus","no","no","yes","Shea et al. 2025",NA,"common dolphinfish","no","yes","ECU"
96,"Ecuador","south pacific hake","merluccius gayi","no","no","yes","Shea et al. 2025",NA,"south pacific hake","no","yes","ECU"
96,"Ecuador","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
96,"Ecuador","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"bullet tuna","no","yes","ECU"
97,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
97,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
97,"Ecuador","black skipjack","euthynnus lineatus","no","no","yes","Shea et al. 2025",NA,"black skipjack","no","yes","ECU"
97,"Ecuador","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
97,"Ecuador","frigate tuna","auxis thazard","no","no","yes","Shea et al. 2025",NA,"frigate tuna","no","yes","ECU"
98,"Ecuador","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"skipjack tuna","no","yes","ECU"
98,"Ecuador","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"yellowfin tuna","no","yes","ECU"
98,"Ecuador","common dolphinfish","coryphaena hippurus","no","no","yes","Shea et al. 2025",NA,"common dolphinfish","no","yes","ECU"
98,"Ecuador","south pacific hake","merluccius gayi","no","no","yes","Shea et al. 2025",NA,"south pacific hake","no","yes","ECU"
98,"Ecuador","pacific chub mackerel","scomber japonicus","no","no","yes","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
98,"Ecuador","bullet tuna","auxis rochei","no","no","yes","Shea et al. 2025",NA,"bullet tuna","no","yes","ECU"
98,"Ecuador","red-eye round herring","etrumeus whiteheadi","no","no","yes","Shea et al. 2025",NA,"red-eye round herring","no","yes","ECU"
99,"Ecuador","pacific chub mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
99,"Ecuador","frigate tuna","auxis brachydorax","no","yes","no","Shea et al. 2025",NA,"frigate tuna","no","yes","ECU"
99,"Ecuador","shortfin scad","decapterus macrosoma","no","yes","no","Shea et al. 2025",NA,"shortfin scad","no","yes","ECU"
99,"Ecuador","pacific anchoveta","cetengraulis mysticetus","no","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","ECU"
99,"Ecuador","round herring","etrumeus whiteheadi","no","yes","no","Shea et al. 2025",NA,"round herring","no","yes","ECU"
100,"Ecuador","largehead hairtail","trichiurus lepturus","no","yes","no","Shea et al. 2025",NA,"largehead hairtail","no","yes","ECU"
100,"Ecuador","roncador","maemulpsis axillaris","no","yes","no","Shea et al. 2025",NA,"roncador","no","yes","ECU"
100,"Ecuador","pacific chub mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
100,"Ecuador","frigate tuna","auxis brachydorax","no","yes","no","Shea et al. 2025",NA,"frigate tuna","no","yes","ECU"
100,"Ecuador","shortfin scad","decapterus macrosoma","no","yes","no","Shea et al. 2025",NA,"shortfin scad","no","yes","ECU"
100,"Ecuador","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","ECU"
100,"Ecuador","pacific anchoveta","cetengraulis mysticetus","no","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","ECU"
100,"Ecuador","round herring","etrumeus whiteheadi","no","yes","no","Shea et al. 2025",NA,"round herring","no","yes","ECU"
100,"Ecuador","longnose anchovy","anchoa nasus","no","yes","no","Shea et al. 2025",NA,"longnose anchovy","no","yes","ECU"
101,"Ecuador","largehead hairtail","trichiurus lepturus","no","yes","no","Shea et al. 2025",NA,"largehead hairtail","no","yes","ECU"
101,"Ecuador","pacific harvestfish","peprilus medius","no","yes","no","Shea et al. 2025",NA,"pacific harvestfish","no","yes","ECU"
101,"Ecuador","roncador","maemulpsis axillaris","no","yes","no","Shea et al. 2025",NA,"roncador","no","yes","ECU"
101,"Ecuador","pacific chub mackerel","scomber japonicus","no","yes","no","Shea et al. 2025",NA,"pacific chub mackerel","no","yes","ECU"
101,"Ecuador","frigate tuna","auxis brachydorax","no","yes","no","Shea et al. 2025",NA,"frigate tuna","no","yes","ECU"
101,"Ecuador","shortfin scad","decapterus macrosoma","no","yes","no","Shea et al. 2025",NA,"shortfin scad","no","yes","ECU"
101,"Ecuador","jack mackerel","trachurus murphyi","no","yes","no","Shea et al. 2025",NA,"jack mackerel","no","yes","ECU"
101,"Ecuador","pacific anchoveta","cetengraulis mysticetus","no","yes","no","Shea et al. 2025",NA,"pacific anchoveta","no","yes","ECU"
101,"Ecuador","round herring","etrumeus whiteheadi","no","yes","no","Shea et al. 2025",NA,"round herring","no","yes","ECU"
