"factory_id","country","common_name","sciname","aquaculture","wholefish","trimmings","data_source_feed","data_source_fao_area_country","feed_report_spp_name","trash_fish","capture","source_country_iso3c"
447,"Taiwan","longtail tuna","thunnus tonggol","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","TWN"
447,"Taiwan","salmon",NA,"no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","TWN"
447,"Taiwan","cod",NA,"no","no","yes","Shea et al. 2025",NA,"cod","no","yes","TWN"
447,"Taiwan","sardine",NA,"no","no","yes","Shea et al. 2025",NA,"sardine","no","yes","TWN"
483,"United States of America","atlantic halibut","hippoglossus hippoglossus","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
484,"United States of America","atlantic halibut","hippoglossus hippoglossus","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
485,"United States of America","atlantic halibut","hippoglossus hippoglossus","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
483,"United States of America","pacific halibut","hippoglossus stenolepis","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
484,"United States of America","pacific halibut","hippoglossus stenolepis","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
485,"United States of America","pacific halibut","hippoglossus stenolepis","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
482,"United States of America","pink(=humpback) salmon","oncorhynchus gorbuscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","pink(=humpback) salmon","oncorhynchus gorbuscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
484,"United States of America","pink(=humpback) salmon","oncorhynchus gorbuscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
485,"United States of America","pink(=humpback) salmon","oncorhynchus gorbuscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
482,"United States of America","chum(=keta=dog) salmon","oncorhynchus keta","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","chum(=keta=dog) salmon","oncorhynchus keta","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
484,"United States of America","chum(=keta=dog) salmon","oncorhynchus keta","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
485,"United States of America","chum(=keta=dog) salmon","oncorhynchus keta","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
482,"United States of America","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
484,"United States of America","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
485,"United States of America","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
482,"United States of America","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
484,"United States of America","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
485,"United States of America","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
482,"United States of America","sockeye(=red) salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","sockeye(=red) salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
484,"United States of America","sockeye(=red) salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
485,"United States of America","sockeye(=red) salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
482,"United States of America","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
484,"United States of America","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
485,"United States of America","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
482,"United States of America","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
484,"United States of America","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
485,"United States of America","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","bastard halibuts nei","paralichthys","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
484,"United States of America","bastard halibuts nei","paralichthys","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
485,"United States of America","bastard halibuts nei","paralichthys","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
483,"United States of America","greenland halibut","reinhardtius hippoglossoides","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
484,"United States of America","greenland halibut","reinhardtius hippoglossoides","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
485,"United States of America","greenland halibut","reinhardtius hippoglossoides","no","no","yes","Shea et al. 2025",NA,"halibut","no","yes","USA"
482,"United States of America","atlantic salmon","salmo salar","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
483,"United States of America","atlantic salmon","salmo salar","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
484,"United States of America","atlantic salmon","salmo salar","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
485,"United States of America","atlantic salmon","salmo salar","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","USA"
474,"United States of America","pollock","pollachius virens","no","no","yes","Shea et al. 2025",NA,"pollock","no","yes","USA"
475,"United States of America","gulf menhaden","brevoortia patronus","no","yes","no","Shea et al. 2025",NA,"gulf menhaden","no","yes","USA"
476,"United States of America","pollock","pollachius virens","no","no","yes","Shea et al. 2025",NA,"pollock","no","yes","USA"
477,"United States of America",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","USA"
478,"United States of America","menhaden","merlangius merlangus","no","yes","no","Shea et al. 2025",NA,"menhaden","no","yes","USA"
479,"United States of America","menhaden","merlangius merlangus","no","yes","no","Shea et al. 2025",NA,"menhaden","no","yes","USA"
480,"United States of America","menhaden","merlangius merlangus","no","yes","no","Shea et al. 2025",NA,"menhaden","no","yes","USA"
481,"United States of America","whiting","merlangius merlangus","no","yes","no","Shea et al. 2025",NA,"whiting","no","yes","USA"
483,"United States of America","pollock","pollachius virens","no","no","yes","Shea et al. 2025",NA,"pollock","no","yes","USA"
483,"United States of America","cod","gadus macrocephalus","no","no","yes","Shea et al. 2025",NA,"cod","no","yes","USA"
484,"United States of America","pollock","pollachius virens","no","no","yes","Shea et al. 2025",NA,"pollock","no","yes","USA"
484,"United States of America","cod","gadus macrocephalus","no","no","yes","Shea et al. 2025",NA,"cod","no","yes","USA"
485,"United States of America","pollock","pollachius virens","no","no","yes","Shea et al. 2025",NA,"pollock","no","yes","USA"
485,"United States of America","cod","gadus macrocephalus","no","no","yes","Shea et al. 2025",NA,"cod","no","yes","USA"
486,"United States of America","pollock","pollachius virens","no","no","yes","Shea et al. 2025",NA,"pollock","no","yes","USA"
486,"United States of America","pacific cod","gadus macrocephalus","no","no","yes","Shea et al. 2025",NA,"pacific cod","no","yes","USA"
273,"Norway","antarctic krill","euphausia superba","no","yes","no","Shea et al. 2025",NA,"krill","no","yes","NOR"
273,"Norway","norwegian krill","meganyctiphanes norvegica","no","yes","no","Shea et al. 2025",NA,"krill","no","yes","NOR"
272,"Norway","cod","gadus morhua","no","no","yes","Shea et al. 2025",NA,"cod","no","yes","NOR"
272,"Norway","saithe","pollachius virens","no","no","yes","Shea et al. 2025",NA,"saithe","no","yes","NOR"
272,"Norway","deepwater redfish","sebastes mentella","no","no","yes","Shea et al. 2025",NA,"deepwater redfish","no","yes","NOR"
272,"Norway","norway pout","trisopterus esmarkii","no","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","NOR"
272,"Norway","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","NOR"
272,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
272,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
272,"Norway","capelin","mallotus villosus","no","yes","no","Shea et al. 2025",NA,"capelin","no","yes","NOR"
272,"Norway","capelin","mallotus villosus","no","no","yes","Shea et al. 2025",NA,"capelin","no","yes","NOR"
274,"Norway","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","NOR"
274,"Norway","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","NOR"
275,"Norway","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","NOR"
275,"Norway","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","NOR"
276,"Norway","saithe","pollachius virens","no","no","yes","Shea et al. 2025",NA,"saithe","no","yes","NOR"
276,"Norway","norway pout","trisopterus esmarkii","no","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","NOR"
276,"Norway","blue whiting","micromesistius poutassou","no","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","NOR"
276,"Norway","whiting","merlangius merlangus","no","no","yes","Shea et al. 2025",NA,"whiting","no","yes","NOR"
276,"Norway","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","NOR"
276,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
276,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
276,"Norway","capelin","mallotus villosus","no","yes","no","Shea et al. 2025",NA,"capelin","no","yes","NOR"
276,"Norway","capelin","mallotus villosus","no","no","yes","Shea et al. 2025",NA,"capelin","no","yes","NOR"
276,"Norway","norway silvery cod","gadiculus thori","no","no","yes","Shea et al. 2025",NA,"norway silvery cod","no","yes","NOR"
277,"Norway","norway pout","trisopterus esmarkii","no","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","NOR"
277,"Norway","blue whiting","micromesistius poutassou","no","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","NOR"
277,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
277,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
277,"Norway","horse mackerel","trachurus trachurus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","NOR"
277,"Norway","capelin","mallotus villosus","no","yes","no","Shea et al. 2025",NA,"capelin","no","yes","NOR"
278,"Norway","norway pout","trisopterus esmarkii","no","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","NOR"
278,"Norway","blue whiting","micromesistius poutassou","no","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","NOR"
278,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
278,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
278,"Norway","horse mackerel","trachurus trachurus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","NOR"
278,"Norway","capelin","mallotus villosus","no","yes","no","Shea et al. 2025",NA,"capelin","no","yes","NOR"
279,"Norway","norway pout","trisopterus esmarkii","no","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","NOR"
279,"Norway","blue whiting","micromesistius poutassou","no","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","NOR"
279,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
279,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
279,"Norway","horse mackerel","trachurus trachurus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","NOR"
279,"Norway","capelin","mallotus villosus","no","yes","no","Shea et al. 2025",NA,"capelin","no","yes","NOR"
280,"Norway","norway pout","trisopterus esmarkii","no","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","NOR"
280,"Norway","blue whiting","micromesistius poutassou","no","no","yes","Shea et al. 2025",NA,"blue whiting","no","yes","NOR"
280,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
280,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
280,"Norway","horse mackerel","trachurus trachurus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","NOR"
280,"Norway","capelin","mallotus villosus","no","yes","no","Shea et al. 2025",NA,"capelin","no","yes","NOR"
281,"Norway","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","NOR"
281,"Norway","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","NOR"
282,"Norway","calanus zooplankton","calanus finmarchicus","no","yes","no","Shea et al. 2025",NA,"calanus zooplankton","no","yes","NOR"
283,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
283,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
284,"Norway","cod","gadus morhua","no","no","yes","Shea et al. 2025",NA,"cod","no","yes","NOR"
284,"Norway","saithe","pollachius virens","no","no","yes","Shea et al. 2025",NA,"saithe","no","yes","NOR"
284,"Norway","haddock","melanogrammus aeglefinus","no","no","yes","Shea et al. 2025",NA,"haddock","no","yes","NOR"
284,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
284,"Norway","capelin","mallotus villosus","no","no","yes","Shea et al. 2025",NA,"capelin","no","yes","NOR"
285,"Norway","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","NOR"
285,"Norway","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","NOR"
286,"Norway","anglerfish","lophius budegassa","no","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","NOR"
286,"Norway","anglerfish","lophius piscatorius","no","no","yes","Shea et al. 2025",NA,"anglerfish","no","yes","NOR"
286,"Norway","cod","gadus morhua","no","no","yes","Shea et al. 2025",NA,"cod","no","yes","NOR"
286,"Norway","saithe","pollachius virens","no","no","yes","Shea et al. 2025",NA,"saithe","no","yes","NOR"
286,"Norway","norway pout","trisopterus esmarkii","no","yes","no","Shea et al. 2025",NA,"norway pout","no","yes","NOR"
286,"Norway","horse mackerel","trachurus trachurus","no","no","yes","Shea et al. 2025",NA,"horse mackerel","no","yes","NOR"
286,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
286,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
287,"Norway","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","NOR"
287,"Norway","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","NOR"
287,"Norway","saithe","pollachius virens","no","no","yes","Shea et al. 2025",NA,"saithe","no","yes","NOR"
287,"Norway","mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"mackerel","no","yes","NOR"
287,"Norway","herring","clupea harengus","no","no","yes","Shea et al. 2025",NA,"herring","no","yes","NOR"
287,"Norway","sprat","sprattus sprattus","no","no","yes","Shea et al. 2025",NA,"sprat","no","yes","NOR"
288,"Norway","atlantic salmon","salmo salar","yes","no","yes","Shea et al. 2025",NA,"atlantic salmon","no","no","NOR"
288,"Norway","rainbow trout","oncorhynchus mykiss","yes","no","yes","Shea et al. 2025",NA,"rainbow trout","no","no","NOR"
263,"New Zealand","slender tuna","allothunnus fallai","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
263,"New Zealand","frigate and bullet tunas","auxis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
263,"New Zealand","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
263,"New Zealand","tuna-like fishes nei","perciformes","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
263,"New Zealand","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
263,"New Zealand","southern bluefin tuna","thunnus maccoyii","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
263,"New Zealand","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
263,"New Zealand","pacific bluefin tuna","thunnus orientalis","no","no","yes","Shea et al. 2025",NA,"tuna","no","yes","NZL"
263,"New Zealand","hoki","macruronus novaezelandiae","no","no","yes","Shea et al. 2025",NA,"hoki","no","yes","NZL"
264,"New Zealand",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","NZL"
267,"New Zealand",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","NZL"
269,"New Zealand",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","NZL"
270,"New Zealand",NA,NA,"no","no","yes","Shea et al. 2025",NA,NA,"no","yes","NZL"
271,"New Zealand","king salmon","oncorhynchus tshawytscha","yes","no","yes","Shea et al. 2025",NA,"king salmon","no","no","NZL"
18,"Canada","pink(=humpback) salmon","oncorhynchus gorbuscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
18,"Canada","chum(=keta=dog) salmon","oncorhynchus keta","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
18,"Canada","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
18,"Canada","rainbow trout","oncorhynchus mykiss","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
18,"Canada","sockeye(=red) salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
18,"Canada","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
19,"Canada","pink(=humpback) salmon","oncorhynchus gorbuscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
19,"Canada","chum(=keta=dog) salmon","oncorhynchus keta","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
19,"Canada","coho(=silver) salmon","oncorhynchus kisutch","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
19,"Canada","rainbow trout","oncorhynchus mykiss","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
19,"Canada","sockeye(=red) salmon","oncorhynchus nerka","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
19,"Canada","chinook(=spring=king) salmon","oncorhynchus tshawytscha","no","no","yes","Shea et al. 2025",NA,"salmon","no","yes","CAN"
88,"Ecuador","pacific thread herring","opisthonema libertate","no","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
89,"Ecuador","pacific thread herring","opisthonema libertate","no","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
93,"Ecuador","pacific thread herring","opisthonema libertate","no","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
94,"Ecuador","pacific thread herring","opisthonema libertate","no","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
95,"Ecuador","pacific thread herring","opisthonema libertate","no","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
96,"Ecuador","pacific thread herring","opisthonema libertate","no","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
97,"Ecuador","pacific thread herring","opisthonema libertate","no","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
98,"Ecuador","pacific thread herring","opisthonema libertate","no","no","yes","Shea et al. 2025",NA,"pacific thread herring","no","yes","ECU"
162,"Indonesia","spotted sardinella","amblygaster sirm","no","yes","no","Shea et al. 2025",NA,"lemuru","no","yes","IDN"
162,"Indonesia","spotted sardinella","amblygaster sirm","no","no","yes","Shea et al. 2025",NA,"lemuru","no","yes","IDN"
163,"Indonesia","spotted sardinella","amblygaster sirm","no","yes","no","Shea et al. 2025",NA,"lemuru","no","yes","IDN"
163,"Indonesia","spotted sardinella","amblygaster sirm","no","no","yes","Shea et al. 2025",NA,"lemuru","no","yes","IDN"
164,"Indonesia","spotted sardinella","amblygaster sirm","no","yes","no","Shea et al. 2025",NA,"lemuru","no","yes","IDN"
164,"Indonesia","spotted sardinella","amblygaster sirm","no","no","yes","Shea et al. 2025",NA,"lemuru","no","yes","IDN"
219,"Mauritania","sardinellas nei","sardinella","no","no","yes","Shea et al. 2025",NA,"sardinella","no","yes","MRT"
234,"Mexico","shortjaw leatherjacket","oligoplites refulgens","no","yes","no","Shea et al. 2025",NA,"sardine","no","yes","MEX"
240,"Mexico","pacific thread herring","opisthonema libertate","no","yes","no","Shea et al. 2025",NA,"thread herring","no","yes","MEX"
297,"Panama","pacific thread herring","opisthonema libertate","no","yes","no","Shea et al. 2025",NA,"pacific thread herring","no","yes","PAN"
298,"Panama","pacific thread herring","opisthonema libertate","no","yes","no","Shea et al. 2025",NA,"pacific thread herring","no","yes","PAN"
473,"United Kingdom","megrims nei","lepidorhombus","no","no","yes","Shea et al. 2025",NA,"megrim","no","yes","GBR"
473,"United Kingdom","four-spot megrim","lepidorhombus boscii","no","no","yes","Shea et al. 2025",NA,"megrim","no","yes","GBR"
473,"United Kingdom","megrim","lepidorhombus whiffiagonis","no","no","yes","Shea et al. 2025",NA,"megrim","no","yes","GBR"
474,"United States of America","red hake","urophycis chuss","no","no","yes","Shea et al. 2025",NA,"hake","no","yes","USA"
474,"United States of America","white hake","urophycis tenuis","no","no","yes","Shea et al. 2025",NA,"hake","no","yes","USA"
114,"Gambia","sardinellas nei","sardinella","no","yes","no","Shea et al. 2025",NA,"Round sardinella","No","yes","GMB"
115,"Gambia","sardinellas nei","sardinella","no","yes","no","Shea et al. 2025",NA,"Round sardinella","No","yes","GMB"
116,"Gambia","sardinellas nei","sardinella","no","yes","no","Shea et al. 2025",NA,"Round sardinella","No","yes","GMB"
24,"Canada","little tunny(=atl.black skipj)","euthynnus alletteratus","no","no","yes","Shea et al. 2025",NA,"auxis","no","yes","CAN"
24,"Canada","skipjack tuna","katsuwonus pelamis","no","no","yes","Shea et al. 2025",NA,"auxis","no","yes","CAN"
24,"Canada","atlantic mackerel","scomber scombrus","no","no","yes","Shea et al. 2025",NA,"auxis","no","yes","CAN"
24,"Canada","albacore","thunnus alalunga","no","no","yes","Shea et al. 2025",NA,"auxis","no","yes","CAN"
24,"Canada","yellowfin tuna","thunnus albacares","no","no","yes","Shea et al. 2025",NA,"auxis","no","yes","CAN"
24,"Canada","bigeye tuna","thunnus obesus","no","no","yes","Shea et al. 2025",NA,"auxis","no","yes","CAN"
24,"Canada","atlantic bluefin tuna","thunnus thynnus","no","no","yes","Shea et al. 2025",NA,"auxis","no","yes","CAN"
